SH,NDR,Stockelsdorf (Lübeck),V,freenet TV3,45
SH,NDR,Wedel Wittsmoor,H,ARD,23
SH,NDR,Wedel Wittsmoor,H,ARD regional,40
SH,NDR,Wedel Wittsmoor,H,ZDF
SH,NDR,Wedel Wittsmoor,H,freenet TV1
SH,NDR,Wedel Wittsmoor,H,freenet TV2
SH,NDR,Wedel Wittsmoor,H,freenet TV3
SL,SR,Göttelborner Höhe,V,ARD,32
SL,SR,Göttelborner Höhe,V,ARD regional,46
SL,SR,Göttelborner Höhe,V,ZDF
SL,SR,Göttelborner Höhe,V,freenet TV1
SL,SR,Göttelborner Höhe,V,freenet TV2
SL,SR,Göttelborner Höhe,V,freenet TV3
SL,SR,Saarbrücken (Halberg),V,ARD,32
SL,SR,Saarbrücken (Halberg),V,ARD regional
SL,SR,Saarbrücken (Halberg),V,ZDF
SL,SR,Saarbrücken (Halberg),V,freenet TV1
SL,SR,Saarbrücken (Halberg),V,freenet TV2
SL,SR,Saarbrücken (Halberg),V,freenet TV3
SL,SR,Saarbrücken (Schock.),V,ARD,0
SL,SR,Saarbrücken (Schock.),V,ARD regional,0
SL,SR,Saarbrücken (Schock.),V,ZDF,37
SL,SR,Saarbrücken (Schock.),V,freenet TV1,35
SL,SR,Saarbrücken (Schock.),V,freenet TV2,44
SL,SR,Saarbrücken (Schock.),V,freenet TV3,45
SL,SR,Spiesen,V,ARD,32
SL,SR,Spiesen,V,ARD regional
SL,SR,Spiesen,V,ZDF
SL,SR,Spiesen,V,freenet TV1
SL,SR,Spiesen,V,freenet TV2
SL,SR,Spiesen,V,freenet TV3
SN,MDR,Leipzig,V,ARD,24
SN,MDR,Leipzig,V,ARD regional,35
SN,MDR,Leipzig,V,ZDF,22
SN,MDR,Leipzig,V,freenet TV1,43
SN,MDR,Leipzig,V,freenet TV2,28
SN,MDR,Leipzig,V,freenet TV3,26
ST,MDR,Halle (Stadt),V,ARD,24
ST,MDR,Halle (Stadt),V,ARD regional,38
ST,MDR,Halle (Stadt),V,ZDF,22
ST,MDR,Halle (Stadt),V,freenet TV1,43
ST,MDR,Halle (Stadt),V,freenet TV2,28
ST,MDR,Halle (Stadt),V,freenet TV3,26
ST,MDR,Magdeburg (Stadt),V,ARD,34
